"Variation SKU","Variation Label","Variation Record Key","Parent SKU","Parent Name","Linked Sites","Site Brand Mapping","Feed Title","Feed Description","Price Amount","Currency","Feed Price","Availability","Condition","Item Group ID","Color","Texture / Pattern","Material","Length","Width","Height","Depth","Projection","Diameter","Sides","Selected Attributes","Image Link","Product Link","Google Product Category","GTIN","MPN","Identifier Exists","Airtable Import Status","Marketplace Export Status","PIM Issues","Regular Price Original","Tiered Pricing","Stock","Is Active","Published"
"FWB-MOD004-0045","FWB-MOD004-0045","FWB-MOD004-0045","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 8"", 8"", 12' (144""), 3-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","863.00","USD","863.00 USD","","new","FWB-MOD004","","","","12' (144"")","8""","8""","","","","3-sided","Width: 8"", Height: 8"", Length: 12' (144""), Sides: 3-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$863.00","","","1","0"
"FWB-MOD004-0046","FWB-MOD004-0046","FWB-MOD004-0046","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 8"", 8"", 12' (144""), 4-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","1150.00","USD","1150.00 USD","","new","FWB-MOD004","","","","12' (144"")","8""","8""","","","","4-sided","Width: 8"", Height: 8"", Length: 12' (144""), Sides: 4-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$1150.00","","","1","0"
"FWB-MOD004-0047","FWB-MOD004-0047","FWB-MOD004-0047","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 8"", 8"", 16' (192""), 3-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","1150.00","USD","1150.00 USD","","new","FWB-MOD004","","","","16' (192"")","8""","8""","","","","3-sided","Width: 8"", Height: 8"", Length: 16' (192""), Sides: 3-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$1150.00","","","1","0"
"FWB-MOD004-0048","FWB-MOD004-0048","FWB-MOD004-0048","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 8"", 8"", 16' (192""), 4-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","1533.00","USD","1533.00 USD","","new","FWB-MOD004","","","","16' (192"")","8""","8""","","","","4-sided","Width: 8"", Height: 8"", Length: 16' (192""), Sides: 4-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$1533.00","","","1","0"
"FWB-MOD004-0049","FWB-MOD004-0049","FWB-MOD004-0049","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 8"", 8"", 20' (240""), 3-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","1438.00","USD","1438.00 USD","","new","FWB-MOD004","","","","20' (240"")","8""","8""","","","","3-sided","Width: 8"", Height: 8"", Length: 20' (240""), Sides: 3-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$1438.00","","","1","0"
"FWB-MOD004-0050","FWB-MOD004-0050","FWB-MOD004-0050","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 8"", 8"", 20' (240""), 4-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","1917.00","USD","1917.00 USD","","new","FWB-MOD004","","","","20' (240"")","8""","8""","","","","4-sided","Width: 8"", Height: 8"", Length: 20' (240""), Sides: 4-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$1917.00","","","1","0"
"FWB-MOD004-0051","FWB-MOD004-0051","FWB-MOD004-0051","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 8"", 10"", 8' (96""), 3-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","672.00","USD","672.00 USD","","new","FWB-MOD004","","","","8' (96"")","8""","10""","","","","3-sided","Width: 8"", Height: 10"", Length: 8' (96""), Sides: 3-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$672.00","","","1","0"
"FWB-MOD004-0052","FWB-MOD004-0052","FWB-MOD004-0052","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 8"", 10"", 8' (96""), 4-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","863.00","USD","863.00 USD","","new","FWB-MOD004","","","","8' (96"")","8""","10""","","","","4-sided","Width: 8"", Height: 10"", Length: 8' (96""), Sides: 4-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$863.00","","","1","0"
"FWB-MOD004-0053","FWB-MOD004-0053","FWB-MOD004-0053","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 8"", 10"", 10' (120""), 3-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","839.00","USD","839.00 USD","","new","FWB-MOD004","","","","10' (120"")","8""","10""","","","","3-sided","Width: 8"", Height: 10"", Length: 10' (120""), Sides: 3-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$839.00","","","1","0"
"FWB-MOD004-0054","FWB-MOD004-0054","FWB-MOD004-0054","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 8"", 10"", 10' (120""), 4-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","1079.00","USD","1079.00 USD","","new","FWB-MOD004","","","","10' (120"")","8""","10""","","","","4-sided","Width: 8"", Height: 10"", Length: 10' (120""), Sides: 4-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$1079.00","","","1","0"
"FWB-MOD004-0055","FWB-MOD004-0055","FWB-MOD004-0055","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 8"", 10"", 12' (144""), 3-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","1007.00","USD","1007.00 USD","","new","FWB-MOD004","","","","12' (144"")","8""","10""","","","","3-sided","Width: 8"", Height: 10"", Length: 12' (144""), Sides: 3-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$1007.00","","","1","0"
"FWB-MOD004-0056","FWB-MOD004-0056","FWB-MOD004-0056","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 8"", 10"", 12' (144""), 4-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","1294.00","USD","1294.00 USD","","new","FWB-MOD004","","","","12' (144"")","8""","10""","","","","4-sided","Width: 8"", Height: 10"", Length: 12' (144""), Sides: 4-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$1294.00","","","1","0"
"FWB-MOD004-0057","FWB-MOD004-0057","FWB-MOD004-0057","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 8"", 10"", 16' (192""), 3-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","1342.00","USD","1342.00 USD","","new","FWB-MOD004","","","","16' (192"")","8""","10""","","","","3-sided","Width: 8"", Height: 10"", Length: 16' (192""), Sides: 3-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$1342.00","","","1","0"
"FWB-MOD004-0058","FWB-MOD004-0058","FWB-MOD004-0058","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 8"", 10"", 16' (192""), 4-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","1725.00","USD","1725.00 USD","","new","FWB-MOD004","","","","16' (192"")","8""","10""","","","","4-sided","Width: 8"", Height: 10"", Length: 16' (192""), Sides: 4-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$1725.00","","","1","0"
"FWB-MOD004-0059","FWB-MOD004-0059","FWB-MOD004-0059","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 8"", 10"", 20' (240""), 3-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","1677.00","USD","1677.00 USD","","new","FWB-MOD004","","","","20' (240"")","8""","10""","","","","3-sided","Width: 8"", Height: 10"", Length: 20' (240""), Sides: 3-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$1677.00","","","1","0"
"FWB-MOD004-0060","FWB-MOD004-0060","FWB-MOD004-0060","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 8"", 10"", 20' (240""), 4-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","2157.00","USD","2157.00 USD","","new","FWB-MOD004","","","","20' (240"")","8""","10""","","","","4-sided","Width: 8"", Height: 10"", Length: 20' (240""), Sides: 4-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$2157.00","","","1","0"
"FWB-MOD004-0061","FWB-MOD004-0061","FWB-MOD004-0061","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 10"", 10"", 8' (96""), 3-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","719.00","USD","719.00 USD","","new","FWB-MOD004","","","","8' (96"")","10""","10""","","","","3-sided","Width: 10"", Height: 10"", Length: 8' (96""), Sides: 3-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$719.00","","","1","0"
"FWB-MOD004-0062","FWB-MOD004-0062","FWB-MOD004-0062","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 10"", 10"", 8' (96""), 4-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","959.00","USD","959.00 USD","","new","FWB-MOD004","","","","8' (96"")","10""","10""","","","","4-sided","Width: 10"", Height: 10"", Length: 8' (96""), Sides: 4-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$959.00","","","1","0"
"FWB-MOD004-0063","FWB-MOD004-0063","FWB-MOD004-0063","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 10"", 10"", 10' (120""), 3-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","899.00","USD","899.00 USD","","new","FWB-MOD004","","","","10' (120"")","10""","10""","","","","3-sided","Width: 10"", Height: 10"", Length: 10' (120""), Sides: 3-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$899.00","","","1","0"
"FWB-MOD004-0064","FWB-MOD004-0064","FWB-MOD004-0064","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 10"", 10"", 10' (120""), 4-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","1198.00","USD","1198.00 USD","","new","FWB-MOD004","","","","10' (120"")","10""","10""","","","","4-sided","Width: 10"", Height: 10"", Length: 10' (120""), Sides: 4-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$1198.00","","","1","0"
"FWB-MOD004-0065","FWB-MOD004-0065","FWB-MOD004-0065","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 10"", 10"", 12' (144""), 3-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","1079.00","USD","1079.00 USD","","new","FWB-MOD004","","","","12' (144"")","10""","10""","","","","3-sided","Width: 10"", Height: 10"", Length: 12' (144""), Sides: 3-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$1079.00","","","1","0"
"FWB-MOD004-0066","FWB-MOD004-0066","FWB-MOD004-0066","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 10"", 10"", 12' (144""), 4-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","1438.00","USD","1438.00 USD","","new","FWB-MOD004","","","","12' (144"")","10""","10""","","","","4-sided","Width: 10"", Height: 10"", Length: 12' (144""), Sides: 4-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$1438.00","","","1","0"
"FWB-MOD004-0067","FWB-MOD004-0067","FWB-MOD004-0067","FWB-MOD004","Faux Wood Beam MOD004","decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products""}","Faux Wood Beam MOD004 — 10"", 10"", 16' (192""), 3-sided","Brushing is a wood treatment process where stiff brushes are used to remove the softer fibers, highlighting the denser and harder structure of the material. Brushed wood retains its natural character while gaining a unique decorative effect.","1438.00","USD","1438.00 USD","","new","FWB-MOD004","","","","16' (192"")","10""","10""","","","","3-sided","Width: 10"", Height: 10"", Length: 16' (192""), Sides: 3-sided","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pdi4WcgvVE8g7jXtCqbFLw/jpdq1OB46l7NfsXjUuCD_AVDaupl7R7pDDuvKROhwqfILGJuUivM9IFQWj4swjy_98j5eagdIE0ADgiFewaDMmPBL54FAypm7e773SJ0N6Oqpr7ms2T_D9-4iuSxB3LadH14wNBWoV7tHqdp43KUmA/w9VC8H44iRV-fAhgeMCS0D1GSc8SpMjH6GfWzZwpJd0","","","","","","READY","BLOCKED","Stock is empty | Variation is not published","$1438.00","","","1","0"
